user_id,recipe_id,rating,cuisine
6,it_002718,3.2,italian
6,it_003577,4.5,italian
6,ja_001753,4.7,japanese
6,ja_002707,3.6,japanese
6,it_004126,3.8,italian
6,ja_004907,5.0,japanese
6,it_000105,3.7,italian
6,ja_004850,5.0,japanese
6,ja_003205,4.8,japanese
6,ja_004510,5.0,japanese
7,ja_001643,4.3,japanese
7,ja_001238,4.3,japanese
7,ja_001770,4.7,japanese
7,ja_002288,3.9,japanese
7,it_003808,3.2,italian
7,ja_003967,3.0,japanese
7,it_004152,4.6,italian
7,ja_001549,3.5,japanese
7,ja_004868,3.6,japanese
7,it_000995,4.7,italian
7,ja_002604,3.9,japanese
7,it_001509,3.6,italian
7,ja_002245,5.0,japanese
7,ja_001345,2.7,japanese
7,it_004965,5.0,italian
7,it_000450,4.0,italian
7,it_002771,2.9,italian
7,it_004141,3.1,italian
7,it_002736,5.0,italian
7,it_000574,5.0,italian
8,it_002806,3.3,italian
8,it_002612,5.0,italian
8,it_004474,2.8,italian
8,ja_000304,3.8,japanese
8,ja_001183,2.6,japanese
8,ja_003115,4.0,japanese
8,ja_004522,1.0,japanese
8,ja_003275,3.0,japanese
8,it_004683,4.1,italian
8,ja_004810,2.8,japanese
8,it_003967,4.5,italian
8,ja_000785,4.3,japanese
8,it_002449,2.5,italian
8,ja_000622,3.4,japanese
8,ja_004797,3.7,japanese
8,it_004565,1.8,italian
8,ja_004749,4.6,japanese
8,it_004820,2.3,italian
8,ja_003580,5.0,japanese
8,ja_000182,2.8,japanese
9,it_001931,5.0,italian
9,it_004711,3.3,italian
9,it_004257,3.5,italian
9,ja_002048,5.0,japanese
9,it_004281,4.4,italian
9,it_004185,3.0,italian
9,ja_001251,2.1,japanese
9,ja_004958,3.5,japanese
9,it_003988,1.5,italian
9,ja_004395,2.0,japanese
9,it_003335,4.0,italian
9,ja_004321,4.7,japanese
9,it_003291,3.7,italian
9,ja_000856,4.9,japanese
9,it_001010,5.0,italian
9,it_004937,1.9,italian
9,ja_004785,5.0,japanese
9,it_000943,5.0,italian
9,ja_004926,3.7,japanese
9,it_002448,3.6,italian
10,it_000637,2.9,italian
10,it_002495,5.0,italian
10,it_000613,5.0,italian
10,it_000175,4.8,italian
10,ja_002054,3.4,japanese
10,ja_002689,2.1,japanese
10,ja_003242,3.4,japanese
10,ja_000333,5.0,japanese
10,it_002102,3.4,italian
10,it_000488,3.4,italian
10,it_004940,3.1,italian
10,ja_001971,2.2,japanese
10,it_002611,3.7,italian
10,it_000548,3.3,italian
10,ja_001885,2.4,japanese
10,ja_000800,2.2,japanese
10,ja_001437,4.1,japanese
10,it_002024,2.3,italian
10,it_001092,2.1,italian
10,ja_001794,5.0,japanese
11,ja_000154,4.0,japanese
11,it_000365,4.3,italian
11,ja_002804,3.4,japanese
11,ja_001941,4.8,japanese
11,it_000952,2.6,italian
11,it_001243,3.4,italian
11,it_003409,3.8,italian
11,it_002763,4.0,italian
11,ja_002421,3.9,japanese
11,ja_001502,3.9,japanese
11,ja_000925,4.3,japanese
11,it_001570,3.8,italian
11,it_003868,3.9,italian
11,ja_001125,4.1,japanese
11,it_004760,4.8,italian
11,ja_003429,3.4,japanese
11,ja_001593,2.7,japanese
11,ja_002807,2.5,japanese
11,it_002947,5.0,italian
11,it_001805,4.6,italian
12,it_001728,3.8,italian
12,ja_000775,2.8,japanese
12,ja_003270,2.9,japanese
12,ja_001711,4.5,japanese
12,it_000232,4.8,italian
12,ja_003570,2.7,japanese
12,it_001555,3.5,italian
12,it_003968,4.5,italian
12,it_002624,3.8,italian
12,it_001527,5.0,italian
12,it_003771,5.0,italian
12,ja_001702,5.0,japanese
12,ja_004316,2.7,japanese
12,it_000994,1.9,italian
12,ja_001796,1.7,japanese
12,it_000741,4.3,italian
12,it_002198,1.8,italian
12,ja_003973,3.3,japanese
12,ja_004857,4.2,japanese
12,ja_000435,5.0,japanese
13,ja_003494,1.6,japanese
13,it_004881,2.8,italian
13,it_002416,4.3,italian
13,ja_003598,3.8,japanese
13,ja_001858,3.9,japanese
13,ja_001008,3.4,japanese
13,it_002595,3.4,italian
13,it_001282,2.4,italian
13,ja_002394,3.5,japanese
13,it_002941,5.0,italian
13,ja_000638,5.0,japanese
13,ja_000746,4.7,japanese
13,ja_003509,5.0,japanese
13,it_002110,3.3,italian
13,it_001006,3.0,italian
13,ja_004710,5.0,japanese
13,ja_004902,5.0,japanese
13,ja_000357,1.5,japanese
13,it_000830,3.9,italian
13,it_000911,3.1,italian
14,it_000916,3.7,italian
14,ja_004987,3.5,japanese
14,ja_004772,3.5,japanese
14,ja_003899,2.1,japanese
14,ja_002771,3.6,japanese
14,it_003587,2.9,italian
14,ja_002925,3.4,japanese
14,ja_003763,3.9,japanese
14,it_002119,5.0,italian
14,it_001373,3.8,italian
14,ja_000156,4.1,japanese
14,it_002932,3.7,italian
14,ja_002760,4.8,japanese
14,ja_004221,4.6,japanese
14,it_002226,3.4,italian
14,it_004531,5.0,italian
14,ja_004427,2.1,japanese
14,ja_001090,4.8,japanese
14,it_003284,4.0,italian
14,it_001513,3.4,italian
15,ja_001835,5.0,japanese
15,ja_001772,3.1,japanese
15,it_000971,3.0,italian
15,it_000405,4.0,italian
15,it_004629,3.6,italian
15,it_001247,1.9,italian
15,it_000678,4.3,italian
15,ja_001277,3.9,japanese
15,it_004421,2.4,italian
15,ja_002157,3.0,japanese
15,it_001306,4.1,italian
15,it_004804,3.3,italian
15,ja_001010,3.6,japanese
15,it_001192,2.3,italian
15,ja_004462,4.0,japanese
15,it_002237,4.9,italian
15,it_001401,4.2,italian
15,it_001658,2.4,italian
15,ja_003162,5.0,japanese
15,it_002385,1.0,italian
16,ja_002426,3.0,japanese
16,it_003129,4.1,italian
16,ja_001338,1.5,japanese
16,ja_002055,2.8,japanese
16,it_003362,3.9,italian
16,it_004971,2.9,italian
16,it_001816,2.9,italian
16,it_002839,4.3,italian
16,it_003237,3.8,italian
16,it_000015,3.0,italian
16,it_000906,4.6,italian
16,ja_000022,3.7,japanese
16,it_003100,2.6,italian
16,it_001939,2.9,italian
16,ja_001151,2.9,japanese
16,ja_004577,3.2,japanese
16,it_002202,2.3,italian
16,it_000940,2.4,italian
16,ja_000112,2.7,japanese
16,it_001156,3.7,italian
17,ja_004848,3.1,japanese
17,ja_000287,3.9,japanese
17,ja_003980,4.8,japanese
17,ja_000458,2.0,japanese
17,ja_003977,3.6,japanese
17,ja_001969,4.6,japanese
17,it_001144,3.8,italian
17,ja_004270,2.9,japanese
17,it_003927,4.8,italian
17,ja_002264,3.9,japanese
17,it_000912,3.1,italian
17,it_004379,3.8,italian
17,it_002376,3.4,italian
17,it_002179,4.0,italian
17,it_001671,2.2,italian
17,ja_003966,4.8,japanese
17,it_004868,3.4,italian
17,it_002133,2.9,italian
17,ja_004847,2.5,japanese
17,ja_004539,5.0,japanese
18,it_000239,4.5,italian
18,it_003320,3.5,italian
18,it_003561,3.1,italian
18,it_000916,3.0,italian
18,it_003397,5.0,italian
18,ja_002927,1.9,japanese
18,it_004645,5.0,italian
18,ja_001159,3.8,japanese
18,ja_003749,4.5,japanese
18,ja_004555,4.7,japanese
18,it_004274,3.7,italian
18,ja_001977,1.9,japanese
18,it_003962,4.5,italian
18,it_002305,2.7,italian
18,ja_004029,4.1,japanese
18,it_003439,3.2,italian
18,it_001692,3.7,italian
18,ja_000996,4.2,japanese
18,ja_003647,3.3,japanese
18,ja_001101,4.0,japanese
19,it_001086,4.7,italian
19,it_003795,4.5,italian
19,it_000030,3.8,italian
19,ja_000831,3.3,japanese
19,it_004593,4.2,italian
19,ja_002679,4.5,japanese
19,it_003990,1.7,italian
19,ja_000647,3.2,japanese
19,ja_001815,3.4,japanese
19,it_003821,2.6,italian
19,ja_001874,1.8,japanese
19,it_001239,2.1,italian
19,it_002306,2.5,italian
19,it_000607,3.7,italian
19,ja_002052,2.5,japanese
19,ja_003849,2.2,japanese
19,it_003608,3.3,italian
19,it_000892,4.1,italian
19,it_001725,5.0,italian
19,it_004450,4.0,italian
20,ja_004077,5.0,japanese
20,ja_001712,2.2,japanese
20,ja_003524,1.3,japanese
20,ja_003048,2.3,japanese
20,it_004709,4.3,italian
20,it_003682,3.7,italian
20,it_000158,3.6,italian
20,ja_004144,3.9,japanese
20,it_003867,2.7,italian
20,ja_002671,4.7,japanese
20,it_004073,4.1,italian
20,ja_004134,5.0,japanese
20,it_004825,2.7,italian
20,ja_004040,3.0,japanese
20,it_002389,3.1,italian
20,ja_003892,4.1,japanese
20,it_004926,3.4,italian
20,it_001790,2.9,italian
20,ja_001297,4.8,japanese
20,ja_004420,4.3,japanese
21,ja_003642,1.0,japanese
21,it_003742,2.6,italian
21,it_003130,3.0,italian
21,ja_004663,3.8,japanese
21,ja_000512,1.5,japanese
21,ja_002451,3.6,japanese
21,it_003855,5.0,italian
21,ja_002752,5.0,japanese
21,it_003158,4.2,italian
21,it_000877,4.3,italian
21,ja_002871,4.4,japanese
21,it_000312,4.5,italian
21,it_004060,2.2,italian
21,ja_004707,4.9,japanese
21,it_001599,3.2,italian
21,ja_003631,3.2,japanese
21,it_003937,5.0,italian
21,ja_000876,2.4,japanese
21,it_002654,3.0,italian
21,ja_002686,5.0,japanese
22,ja_000444,3.0,japanese
22,it_001974,4.0,italian
22,it_002637,2.5,italian
22,ja_004735,4.0,japanese
22,it_002663,2.9,italian
22,ja_000885,4.5,japanese
22,ja_001613,5.0,japanese
22,ja_002980,3.2,japanese
22,it_001966,4.4,italian
22,ja_003327,3.6,japanese
22,it_000785,3.6,italian
22,ja_001271,4.6,japanese
22,it_003447,3.8,italian
22,ja_002593,2.5,japanese
22,it_004362,4.8,italian
22,it_003342,3.4,italian
22,it_003577,5.0,italian
22,ja_001279,4.3,japanese
22,it_004367,3.4,italian
22,it_001069,3.7,italian
23,ja_001055,4.6,japanese
23,it_000995,5.0,italian
23,it_003624,4.5,italian
23,it_002899,2.8,italian
23,it_004446,4.1,italian
23,ja_003212,2.2,japanese
23,it_004259,4.2,italian
23,it_003946,4.2,italian
23,ja_002231,4.3,japanese
23,ja_003563,4.5,japanese
23,ja_003149,4.8,japanese
23,ja_002629,4.4,japanese
23,it_004703,3.5,italian
23,ja_003096,4.0,japanese
23,it_000118,2.6,italian
23,ja_000050,2.6,japanese
23,it_004986,4.5,italian
23,ja_000947,4.2,japanese
23,it_004542,3.9,italian
23,ja_002895,5.0,japanese
24,ja_001253,4.4,japanese
24,ja_000884,4.0,japanese
24,ja_002073,3.5,japanese
24,it_002495,5.0,italian
24,ja_004013,3.4,japanese
24,ja_004270,2.6,japanese
24,it_000931,3.8,italian
24,it_000742,4.6,italian
24,it_004069,5.0,italian
24,it_003953,2.9,italian
24,it_004308,2.3,italian
24,ja_003251,3.6,japanese
24,it_000217,4.9,italian
24,it_004550,4.0,italian
24,it_004904,4.7,italian
24,ja_003736,4.1,japanese
24,it_001664,3.8,italian
24,ja_001042,4.5,japanese
24,it_001118,4.2,italian
24,ja_001529,3.0,japanese
25,ja_000349,2.9,japanese
25,it_001043,4.3,italian
25,it_003918,4.1,italian
25,it_003926,3.6,italian
25,ja_000943,3.1,japanese
25,ja_000283,5.0,japanese
25,it_003173,4.1,italian
25,it_001916,3.9,italian
25,ja_002777,1.3,japanese
25,ja_004903,4.1,japanese
25,it_003148,4.0,italian
25,ja_002358,5.0,japanese
25,ja_001421,1.8,japanese
25,it_000411,4.2,italian
25,it_001832,4.5,italian
25,ja_001105,2.8,japanese
25,it_001557,4.0,italian
25,it_001570,5.0,italian
25,ja_004358,2.0,japanese
25,it_004089,4.3,italian
26,ja_001293,2.5,japanese
26,it_004573,3.5,italian
26,ja_002519,1.7,japanese
26,ja_002352,5.0,japanese
26,ja_002231,2.7,japanese
26,it_000748,4.9,italian
26,it_002952,3.9,italian
26,it_001190,4.3,italian
26,it_002559,2.6,italian
26,ja_000577,4.1,japanese
26,it_003495,3.8,italian
26,ja_000407,3.8,japanese
26,it_003668,2.2,italian
26,ja_001834,5.0,japanese
26,ja_000965,3.9,japanese
26,it_000989,2.9,italian
26,it_001528,4.3,italian
26,it_004275,5.0,italian
26,ja_004056,2.9,japanese
26,it_000612,3.9,italian
27,ja_002532,4.5,japanese
27,ja_003188,4.7,japanese
27,it_000400,4.1,italian
27,ja_004801,3.4,japanese
27,ja_002732,1.8,japanese
27,it_002761,2.3,italian
27,it_001354,1.9,italian
27,it_000670,4.5,italian
27,ja_000480,2.6,japanese
27,it_002585,3.2,italian
27,ja_004368,4.3,japanese
27,ja_000340,4.6,japanese
27,ja_003482,4.5,japanese
27,ja_004145,3.4,japanese
27,it_000724,5.0,italian
27,ja_001909,3.7,japanese
27,it_003874,3.0,italian
27,it_000971,5.0,italian
27,it_000249,1.0,italian
27,it_003999,1.9,italian
28,it_004155,3.3,italian
28,it_003366,2.0,italian
28,ja_004080,3.6,japanese
28,ja_003091,3.9,japanese
28,it_001949,4.1,italian
28,it_001077,5.0,italian
28,it_001248,4.6,italian
28,ja_004436,4.5,japanese
28,it_000855,2.3,italian
28,ja_000566,4.1,japanese
28,ja_004020,3.8,japanese
28,it_000062,3.6,italian
28,it_000998,4.5,italian
28,ja_001007,3.1,japanese
28,ja_003706,2.8,japanese
28,it_001640,1.9,italian
28,ja_004905,4.1,japanese
28,it_003125,3.4,italian
28,ja_000010,4.9,japanese
28,ja_000890,2.9,japanese
29,it_001209,4.9,italian
29,ja_000778,2.2,japanese
29,ja_001073,1.4,japanese
29,ja_004460,4.7,japanese
29,it_001614,4.6,italian
29,it_004957,3.1,italian
29,it_003765,1.0,italian
29,ja_004841,3.5,japanese
29,it_004587,4.7,italian
29,ja_002773,4.0,japanese
29,ja_001475,3.6,japanese
29,it_002263,3.3,italian
29,ja_000956,4.5,japanese
29,ja_002240,2.1,japanese
29,it_001305,2.8,italian
29,ja_002328,2.8,japanese
29,it_000700,3.5,italian
29,ja_002422,3.7,japanese
29,it_003859,5.0,italian
29,it_002668,4.7,italian
30,it_003818,3.0,italian
30,ja_001324,5.0,japanese
30,it_000807,3.9,italian
30,it_002945,2.9,italian
30,it_004228,4.9,italian
30,it_004340,5.0,italian
30,ja_004994,4.4,japanese
30,it_001724,5.0,italian
30,ja_004569,3.9,japanese
30,it_004071,5.0,italian
30,ja_000705,1.6,japanese
30,it_000906,2.0,italian
30,it_002519,3.7,italian
30,ja_000239,4.6,japanese
30,ja_002467,2.9,japanese
30,it_001000,4.7,italian
30,ja_000879,5.0,japanese
30,it_003864,3.5,italian
30,it_004036,2.4,italian
30,ja_001429,4.1,japanese
31,it_001891,5.0,italian
31,ja_000351,4.1,japanese
31,ja_004346,3.3,japanese
31,ja_000330,4.8,japanese
31,ja_001552,4.6,japanese
31,ja_000159,3.7,japanese
31,ja_003938,4.3,japanese
31,it_000349,4.3,italian
31,ja_003292,4.3,japanese
31,ja_004282,2.9,japanese
31,it_002875,4.3,italian
31,it_000919,4.5,italian
31,it_003004,3.1,italian
31,it_000300,3.8,italian
31,ja_002919,2.4,japanese
31,ja_004252,2.7,japanese
31,ja_004557,4.8,japanese
31,ja_000860,4.9,japanese
31,it_003931,1.0,italian
31,ja_003754,5.0,japanese
32,it_000403,5.0,italian
32,it_004882,2.2,italian
32,ja_004360,3.4,japanese
32,ja_003769,2.7,japanese
32,it_004695,5.0,italian
32,it_000982,4.5,italian
32,it_000760,4.0,italian
32,it_004862,3.3,italian
32,ja_002106,4.3,japanese
32,ja_002292,4.9,japanese
32,ja_004046,4.3,japanese
32,ja_002734,4.1,japanese
32,it_003504,3.1,italian
32,ja_002004,4.1,japanese
32,ja_004009,3.0,japanese
32,it_000024,3.6,italian
32,it_002247,2.9,italian
32,ja_003176,1.7,japanese
32,it_001934,4.9,italian
32,ja_000694,3.6,japanese
33,ja_002360,2.3,japanese
33,it_001551,2.6,italian
33,ja_001204,1.8,japanese
33,ja_004849,3.4,japanese
33,it_000925,5.0,italian
33,it_000087,2.7,italian
33,ja_004433,4.1,japanese
33,ja_000851,2.4,japanese
33,it_004414,4.8,italian
33,ja_002211,4.3,japanese
33,ja_004041,3.1,japanese
33,ja_002589,2.9,japanese
33,it_000124,3.4,italian
33,it_003871,2.0,italian
33,it_004084,3.7,italian
33,it_000795,3.7,italian
33,it_001692,3.7,italian
33,it_002067,5.0,italian
33,it_001105,3.5,italian
33,ja_001157,2.9,japanese
34,it_003430,3.6,italian
34,it_002263,3.2,italian
34,it_003990,4.4,italian
34,ja_001682,2.8,japanese
34,it_000587,3.6,italian
34,ja_004496,3.3,japanese
34,ja_002950,3.0,japanese
34,it_002329,3.7,italian
34,ja_000852,3.9,japanese
34,it_000959,5.0,italian
34,ja_004695,3.2,japanese
34,ja_000270,2.4,japanese
34,it_002072,3.6,italian
34,it_002358,3.2,italian
34,it_003766,4.0,italian
34,it_002821,3.7,italian
34,ja_000153,5.0,japanese
34,ja_001943,5.0,japanese
34,it_003916,3.2,italian
34,it_004390,3.3,italian
35,it_001986,3.1,italian
35,it_001304,3.2,italian
35,it_003262,2.5,italian
35,it_002731,3.6,italian
35,ja_000586,3.7,japanese
35,ja_001058,2.6,japanese
35,ja_003951,4.6,japanese
35,ja_002249,2.2,japanese
35,it_002791,3.3,italian
35,it_003893,3.1,italian
35,ja_000652,2.7,japanese
35,it_001118,2.3,italian
35,ja_004312,2.6,japanese
35,it_003054,4.4,italian
35,it_004196,5.0,italian
35,ja_001778,3.1,japanese
35,it_004126,4.3,italian
35,it_001408,4.1,italian
35,ja_004144,4.4,japanese
35,ja_000692,4.1,japanese
36,it_000671,5.0,italian
36,ja_003502,4.1,japanese
36,ja_004376,4.8,japanese
36,ja_001417,1.2,japanese
36,it_001896,4.1,italian
36,ja_003199,2.9,japanese
36,it_001665,4.9,italian
36,it_004289,4.8,italian
36,it_003715,4.8,italian
36,it_001783,5.0,italian
36,it_003299,4.0,italian
36,ja_004053,4.0,japanese
36,ja_002436,3.6,japanese
36,it_004032,3.6,italian
36,ja_001360,4.2,japanese
36,it_003708,3.8,italian
36,ja_002576,3.5,japanese
36,it_003639,4.4,italian
36,ja_004227,2.5,japanese
36,it_001908,3.5,italian
37,it_004465,4.0,italian
37,it_002010,4.2,italian
37,it_003853,4.3,italian
37,it_001663,3.5,italian
37,it_002565,3.1,italian
37,ja_004052,2.9,japanese
37,it_004143,4.0,italian
37,it_003070,4.9,italian
37,ja_004233,3.6,japanese
37,ja_001481,2.7,japanese
37,ja_004965,2.6,japanese
37,it_000384,3.4,italian
37,ja_000810,3.8,japanese
37,ja_004835,2.3,japanese
37,it_000335,3.2,italian
37,ja_000416,4.2,japanese
37,ja_000381,3.8,japanese
37,ja_001313,3.4,japanese
37,ja_001635,3.6,japanese
37,ja_004771,5.0,japanese
38,ja_002592,2.9,japanese
38,ja_004049,2.7,japanese
38,it_002854,4.3,italian
38,it_003005,4.0,italian
38,it_002715,3.8,italian
38,ja_000207,5.0,japanese
38,ja_001357,4.2,japanese
38,it_003470,4.6,italian
38,it_001621,4.4,italian
38,ja_001443,4.6,japanese
38,ja_004664,3.4,japanese
38,ja_004905,4.4,japanese
38,ja_002670,2.2,japanese
38,ja_002709,5.0,japanese
38,ja_002325,2.6,japanese
38,ja_003204,2.0,japanese
38,ja_000399,2.6,japanese
38,it_000717,4.7,italian
38,it_003764,3.0,italian
38,ja_000302,3.4,japanese
39,ja_002011,2.8,japanese
39,it_000616,3.0,italian
39,ja_004699,3.6,japanese
39,it_003725,2.4,italian
39,it_002097,5.0,italian
39,it_002124,4.5,italian
39,it_004937,2.1,italian
39,it_001027,3.2,italian
39,it_003373,5.0,italian
39,it_003657,2.6,italian
39,it_004203,3.7,italian
39,it_002666,4.5,italian
39,ja_000170,4.1,japanese
39,it_001331,5.0,italian
39,ja_001055,3.5,japanese
39,ja_003940,2.1,japanese
39,it_001513,3.0,italian
39,it_003313,3.0,italian
39,it_003451,2.9,italian
39,ja_000718,2.3,japanese
40,ja_001023,1.5,japanese
40,it_002989,4.4,italian
40,it_000376,3.7,italian
40,ja_003004,5.0,japanese
40,ja_001653,3.0,japanese
40,ja_001657,3.5,japanese
40,ja_003205,3.6,japanese
40,ja_000715,4.1,japanese
40,ja_000008,4.7,japanese
40,it_000924,1.2,italian
40,it_001380,3.7,italian
40,it_002866,3.3,italian
40,ja_001822,4.5,japanese
40,it_002274,5.0,italian
40,it_002119,5.0,italian
40,ja_001098,2.0,japanese
40,ja_002800,3.4,japanese
40,it_000857,1.9,italian
40,it_003447,3.2,italian
40,ja_001508,1.5,japanese
41,it_002244,2.7,italian
41,it_004210,4.3,italian
41,ja_002173,3.3,japanese
41,it_003523,4.4,italian
41,ja_000931,3.4,japanese
41,it_002347,4.6,italian
41,it_004938,3.1,italian
41,ja_004500,3.4,japanese
41,it_003923,4.1,italian
41,it_001832,5.0,italian
41,ja_003893,5.0,japanese
41,ja_002865,5.0,japanese
41,ja_003102,5.0,japanese
41,it_004802,4.9,italian
41,it_000834,2.1,italian
41,ja_000114,5.0,japanese
41,it_001941,3.5,italian
41,ja_000867,4.2,japanese
41,ja_001283,4.6,japanese
41,ja_000479,5.0,japanese
42,ja_003822,5.0,japanese
42,ja_003209,2.9,japanese
42,it_002215,3.0,italian
42,it_004598,3.8,italian
42,it_004626,4.1,italian
42,it_001643,4.6,italian
42,ja_001545,2.7,japanese
42,ja_004863,2.2,japanese
42,it_000459,2.8,italian
42,ja_003192,3.8,japanese
42,it_003084,5.0,italian
42,it_002260,3.4,italian
42,ja_000523,3.0,japanese
42,ja_003651,1.8,japanese
42,it_004805,1.0,italian
42,ja_003383,5.0,japanese
42,it_001164,3.4,italian
42,ja_004475,2.9,japanese
42,ja_002346,3.7,japanese
42,it_000722,2.7,italian
43,ja_000379,2.9,japanese
43,ja_001468,3.6,japanese
43,it_001591,4.0,italian
43,it_003754,3.5,italian
43,ja_001402,1.7,japanese
43,ja_000919,2.4,japanese
43,ja_002564,3.7,japanese
43,it_000765,4.0,italian
43,it_001915,4.0,italian
43,it_001901,5.0,italian
43,ja_000600,2.2,japanese
43,it_002918,4.8,italian
43,ja_002582,2.9,japanese
43,ja_000101,4.4,japanese
43,it_002244,2.5,italian
43,it_002354,2.3,italian
43,it_003569,3.5,italian
43,ja_000448,4.4,japanese
43,ja_003649,4.2,japanese
43,ja_002613,4.6,japanese
44,it_001926,1.5,italian
44,it_000320,4.3,italian
44,it_004220,4.7,italian
44,it_003490,2.6,italian
44,it_004663,4.8,italian
44,it_003999,3.0,italian
44,it_002471,4.2,italian
44,ja_002390,3.8,japanese
44,it_003076,5.0,italian
44,it_001504,5.0,italian
44,ja_004948,4.6,japanese
44,ja_001325,2.8,japanese
44,ja_001210,2.2,japanese
44,it_001488,4.4,italian
44,it_000237,4.4,italian
44,it_004879,4.1,italian
44,ja_004697,3.3,japanese
44,it_000256,3.0,italian
44,it_000768,4.4,italian
44,it_000630,3.4,italian
45,it_004859,3.9,italian
45,it_000290,4.9,italian
45,ja_002277,3.1,japanese
45,it_004373,3.0,italian
45,it_003407,4.5,italian
45,it_003059,2.8,italian
45,ja_001308,1.9,japanese
45,ja_003728,3.5,japanese
45,it_004027,4.4,italian
45,it_001810,2.0,italian
45,ja_002192,5.0,japanese
45,ja_001100,3.8,japanese
45,it_004783,5.0,italian
45,it_002031,3.8,italian
45,ja_000741,2.1,japanese
45,ja_003307,4.4,japanese
45,it_004555,5.0,italian
45,it_003642,2.8,italian
45,it_004738,3.6,italian
45,it_001227,5.0,italian
46,ja_003156,5.0,japanese
46,it_002821,2.7,italian
46,ja_001218,3.7,japanese
46,it_000732,2.5,italian
46,it_003821,5.0,italian
46,ja_000226,3.3,japanese
46,it_000066,3.4,italian
46,ja_000102,2.5,japanese
46,ja_003062,4.4,japanese
46,ja_000159,3.5,japanese
46,it_001696,1.8,italian
46,it_001232,5.0,italian
46,ja_001153,2.9,japanese
46,it_003084,5.0,italian
