id,title,ingredients,instructions,cuisine,rating,image_path,num_ingredients,prep_time,cook_time,cuisine_encoded,is_japanese,is_italian
it_003618,Rustic osso buco with pasta,"cannellini beans, pesto, black pepper, pasta, mortadella, arborio rice","Heat oil in a skillet. Add cannellini beans, pesto, black pepper and cook for 5 minutes. Season with salt and pepper to taste. Add pasta, mortadella and simmer for 7 minutes. Serve rustic style. Garnish with sesame seeds.",italian,3.6,it_003618.jpg,6,37,23,0,0,1
ja_000914,Classic miso-glazed with yuzu,"avocado, yuzu, ginger","Heat oil in a pan. Add avocado, yuzu, ginger and cook for 7 minutes. Season with salt and pepper to taste. Add and simmer for 10 minutes. Serve with wasabi. Garnish with parmesan.",japanese,3.0,ja_000914.jpg,3,69,168,1,1,0
ja_004261,Homestyle tempura with udon noodles,"matcha, wakame, udon noodles","Heat oil in a skillet. Add matcha, wakame, udon noodles and cook for 4 minutes. Season with salt and pepper to taste. Add and simmer for 6 minutes. Serve tempura style. Garnish with fresh herbs.",japanese,4.6,ja_004261.jpg,3,107,79,1,1,0
it_004817,Authentic pasta with porcini mushrooms,"porcini mushrooms, pesto, basil","Heat olive oil in a pan. Add porcini mushrooms, pesto, basil and cook for 5 minutes. Season with salt and pepper to taste. Add and simmer for 8 minutes. Serve with parmesan. Garnish with lemon.",italian,3.4,it_004817.jpg,3,64,42,0,0,1
ja_000423,Classic sashimi with katsuobushi,"karashi, rice vinegar, matcha, mirin, yuzu, wasabi, katsuobushi","Heat oil in a pan. Add karashi, rice vinegar, matcha and cook for 6 minutes. Season with salt and pepper to taste. Add mirin, yuzu and simmer for 11 minutes. Serve with dashi broth. Garnish with parmesan.",japanese,2.8,ja_000423.jpg,7,29,143,1,1,0
it_004754,Authentic osso buco with pesto,"truffle oil, garlic, pesto, black pepper, pecorino romano","Heat butter in a pot. Add truffle oil, garlic, pesto and cook for 8 minutes. Season with salt and pepper to taste. Add black pepper, pecorino romano and simmer for 13 minutes. Serve with olive oil. Garnish with fresh herbs.",italian,4.2,it_004754.jpg,5,105,141,0,0,1
it_001842,Authentic carbonara with basil,"truffle oil, prosciutto, guanciale, tomatoes, anchovies, arborio rice, basil","Heat olive oil in a pot. Add truffle oil, prosciutto, guanciale and cook for 3 minutes. Season with salt and pepper to taste. Add tomatoes, anchovies and simmer for 6 minutes. Serve al dente. Garnish with lemon.",italian,4.0,it_001842.jpg,7,81,93,0,0,1
it_000552,Homemade osso buco with pesto,"gorgonzola, porcini mushrooms, basil, pesto, mozzarella","Heat butter in a skillet. Add gorgonzola, porcini mushrooms, basil and cook for 10 minutes. Season with salt and pepper to taste. Add pesto, mozzarella and simmer for 15 minutes. Serve in tomato sauce. Garnish with sesame seeds.",italian,4.4,it_000552.jpg,5,70,17,0,0,1
ja_004400,Modern miso-glazed with wasabi,"panko breadcrumbs, shiitake mushrooms, wasabi","Heat olive oil in a skillet. Add panko breadcrumbs, shiitake mushrooms, wasabi and cook for 6 minutes. Season with salt and pepper to taste. Add and simmer for 11 minutes. Serve with dashi broth. Garnish with sesame seeds.",japanese,2.6,ja_004400.jpg,3,39,167,1,1,0
it_004245,Traditional osso buco with rosemary,"nduja, chianti, parmesan, lemon, rosemary","Heat oil in a pot. Add nduja, chianti, parmesan and cook for 8 minutes. Season with salt and pepper to taste. Add lemon, rosemary and simmer for 8 minutes. Serve in tomato sauce. Garnish with fresh herbs.",italian,3.1,it_004245.jpg,5,65,177,0,0,1
it_002567,Homemade marinara with bresaola,"pecorino romano, white wine, bresaola, ricotta, olive oil, black pepper","Heat olive oil in a pot. Add pecorino romano, white wine, bresaola and cook for 7 minutes. Season with salt and pepper to taste. Add ricotta, olive oil and simmer for 12 minutes. Serve with olive oil. Garnish with fresh herbs.",italian,2.8,it_002567.jpg,6,111,97,0,0,1
it_000946,Traditional pizza with salami,"pesto, ricotta, buffalo mozzarella, salami, basil, garlic","Heat butter in a skillet. Add pesto, ricotta, buffalo mozzarella and cook for 6 minutes. Season with salt and pepper to taste. Add salami, basil and simmer for 13 minutes. Serve with olive oil. Garnish with fresh herbs.",italian,2.8,it_000946.jpg,6,46,118,0,0,1
ja_002301,Traditional steamed with sesame seeds,"sesame seeds, mirin, shichimi togarashi, nori, shiitake mushrooms, salmon, teriyaki sauce","Heat oil in a pan. Add sesame seeds, mirin, shichimi togarashi and cook for 6 minutes. Season with salt and pepper to taste. Add nori, shiitake mushrooms and simmer for 14 minutes. Serve with dashi broth. Garnish with sesame seeds.",japanese,2.9,ja_002301.jpg,7,94,148,1,1,0
it_004784,Rustic osso buco with porcini mushrooms,"tomatoes, porcini mushrooms, cannellini beans, pasta","Heat olive oil in a pan. Add tomatoes, porcini mushrooms, cannellini beans and cook for 9 minutes. Season with salt and pepper to taste. Add pasta and simmer for 13 minutes. Serve rustic style. Garnish with sesame seeds.",italian,2.8,it_004784.jpg,4,111,180,0,0,1
ja_003174,Authentic sashimi with mochi,"mochi, seaweed, rice vinegar","Heat butter in a pot. Add mochi, seaweed, rice vinegar and cook for 9 minutes. Season with salt and pepper to taste. Add and simmer for 9 minutes. Serve in soy-based sauce. Garnish with fresh herbs.",japanese,2.7,ja_003174.jpg,3,89,174,1,1,0
it_004030,Traditional carbonara with chianti,"pancetta, garlic, pasta, bresaola, capers, chianti","Heat butter in a skillet. Add pancetta, garlic, pasta and cook for 7 minutes. Season with salt and pepper to taste. Add bresaola, capers and simmer for 11 minutes. Serve rustic style. Garnish with lemon.",italian,4.3,it_004030.jpg,6,37,22,0,0,1
it_000846,Classic carbonara with arborio rice,"lemon, garlic, basil, prosciutto, black pepper, parmesan, sun-dried tomatoes, arborio rice","Heat butter in a skillet. Add lemon, garlic, basil and cook for 10 minutes. Season with salt and pepper to taste. Add prosciutto, black pepper and simmer for 7 minutes. Serve al dente. Garnish with lemon.",italian,2.8,it_000846.jpg,8,64,70,0,0,1
ja_002045,Authentic miso-glazed with green onions,"pickled ginger, mentaiko, green onions, sake","Heat oil in a pan. Add pickled ginger, mentaiko, green onions and cook for 5 minutes. Season with salt and pepper to taste. Add sake and simmer for 7 minutes. Serve served with rice. Garnish with parmesan.",japanese,4.8,ja_002045.jpg,4,72,78,1,1,0
it_000464,Classic pasta with parsley,"arugula, marinara sauce, parsley, san marzano tomatoes, pecorino romano, mascarpone, capers, cannellini beans","Heat olive oil in a pan. Add arugula, marinara sauce, parsley and cook for 5 minutes. Season with salt and pepper to taste. Add san marzano tomatoes, pecorino romano and simmer for 5 minutes. Serve with parmesan. Garnish with sesame seeds.",italian,4.4,it_000464.jpg,8,109,62,0,0,1
ja_002582,Homestyle grilled with dashi,"rice, dashi, mochi, enoki mushrooms, green onions","Heat butter in a skillet. Add rice, dashi, mochi and cook for 4 minutes. Season with salt and pepper to taste. Add enoki mushrooms, green onions and simmer for 13 minutes. Serve with dashi broth. Garnish with fresh herbs.",japanese,3.5,ja_002582.jpg,5,50,148,1,1,0
ja_001046,Modern tempura with sesame oil,"sesame oil, dashi, yuzu","Heat oil in a skillet. Add sesame oil, dashi, yuzu and cook for 3 minutes. Season with salt and pepper to taste. Add and simmer for 7 minutes. Serve tempura style. Garnish with parmesan.",japanese,2.6,ja_001046.jpg,3,65,85,1,1,0
ja_002599,Traditional grilled with mochi,"mochi, tofu, sesame oil","Heat oil in a pan. Add mochi, tofu, sesame oil and cook for 10 minutes. Season with salt and pepper to taste. Add and simmer for 6 minutes. Serve tempura style. Garnish with parmesan.",japanese,3.3,ja_002599.jpg,3,109,74,1,1,0
it_000346,Homemade pizza with arugula,"arugula, parsley, nduja, cannellini beans, lemon, bresaola, ciabatta","Heat oil in a pan. Add arugula, parsley, nduja and cook for 7 minutes. Season with salt and pepper to taste. Add cannellini beans, lemon and simmer for 8 minutes. Serve rustic style. Garnish with parmesan.",italian,2.7,it_000346.jpg,7,68,39,0,0,1
it_000688,Rustic risotto with porcini mushrooms,"mozzarella, arborio rice, black pepper, porcini mushrooms","Heat olive oil in a skillet. Add mozzarella, arborio rice, black pepper and cook for 7 minutes. Season with salt and pepper to taste. Add porcini mushrooms and simmer for 14 minutes. Serve rustic style. Garnish with lemon.",italian,3.3,it_000688.jpg,4,53,39,0,0,1
it_001328,Rustic pizza with parmesan,"capers, gorgonzola, mortadella, parmesan, salami, lemon, arborio rice","Heat olive oil in a pan. Add capers, gorgonzola, mortadella and cook for 6 minutes. Season with salt and pepper to taste. Add parmesan, salami and simmer for 7 minutes. Serve al dente. Garnish with lemon.",italian,3.0,it_001328.jpg,7,91,40,0,0,1
it_000460,Homemade marinara with pancetta,"rosemary, ciabatta, focaccia, pecorino romano, prosciutto, pancetta, olive oil","Heat olive oil in a pot. Add rosemary, ciabatta, focaccia and cook for 10 minutes. Season with salt and pepper to taste. Add pecorino romano, prosciutto and simmer for 8 minutes. Serve in tomato sauce. Garnish with sesame seeds.",italian,4.5,it_000460.jpg,7,36,154,0,0,1
ja_000651,Modern steamed with salmon,"mochi, salmon, pickled ginger, tempura batter","Heat olive oil in a pot. Add mochi, salmon, pickled ginger and cook for 7 minutes. Season with salt and pepper to taste. Add tempura batter and simmer for 14 minutes. Serve with dashi broth. Garnish with sesame seeds.",japanese,4.2,ja_000651.jpg,4,70,91,1,1,0
ja_002568,Authentic sashimi with pickled ginger,"nori, wasabi, pickled ginger, avocado, ramen noodles","Heat olive oil in a skillet. Add nori, wasabi, pickled ginger and cook for 10 minutes. Season with salt and pepper to taste. Add avocado, ramen noodles and simmer for 8 minutes. Serve with dashi broth. Garnish with lemon.",japanese,4.7,ja_002568.jpg,5,43,117,1,1,0
ja_003517,Traditional miso-glazed with daikon radish,"azuki beans, daikon radish, udon noodles","Heat butter in a skillet. Add azuki beans, daikon radish, udon noodles and cook for 9 minutes. Season with salt and pepper to taste. Add and simmer for 12 minutes. Serve with dashi broth. Garnish with fresh herbs.",japanese,4.3,ja_003517.jpg,3,111,50,1,1,0
ja_001222,Homestyle miso-glazed with cucumber,"enoki mushrooms, katsuobushi, karashi, mentaiko, seaweed, teriyaki sauce, cucumber","Heat butter in a pot. Add enoki mushrooms, katsuobushi, karashi and cook for 7 minutes. Season with salt and pepper to taste. Add mentaiko, seaweed and simmer for 8 minutes. Serve with dashi broth. Garnish with fresh herbs.",japanese,4.1,ja_001222.jpg,7,63,94,1,1,0
ja_001369,Traditional steamed with karashi,"ginger, ramen noodles, karashi, cucumber, mochi, panko breadcrumbs","Heat butter in a pan. Add ginger, ramen noodles, karashi and cook for 10 minutes. Season with salt and pepper to taste. Add cucumber, mochi and simmer for 12 minutes. Serve in soy-based sauce. Garnish with fresh herbs.",japanese,2.8,ja_001369.jpg,6,90,105,1,1,0
it_003290,Authentic marinara with sun-dried tomatoes,"guanciale, sun-dried tomatoes, anchovies","Heat oil in a skillet. Add guanciale, sun-dried tomatoes, anchovies and cook for 8 minutes. Season with salt and pepper to taste. Add and simmer for 6 minutes. Serve in tomato sauce. Garnish with fresh herbs.",italian,2.7,it_003290.jpg,3,115,25,0,0,1
it_003696,Traditional pizza with chianti,"sun-dried tomatoes, capers, chianti","Heat oil in a pot. Add sun-dried tomatoes, capers, chianti and cook for 4 minutes. Season with salt and pepper to taste. Add and simmer for 13 minutes. Serve rustic style. Garnish with parmesan.",italian,3.1,it_003696.jpg,3,94,56,0,0,1
ja_001241,Authentic tempura with salmon,"seaweed, shichimi togarashi, yuzu, salmon, ginger","Heat olive oil in a skillet. Add seaweed, shichimi togarashi, yuzu and cook for 9 minutes. Season with salt and pepper to taste. Add salmon, ginger and simmer for 7 minutes. Serve with wasabi. Garnish with parmesan.",japanese,4.4,ja_001241.jpg,5,55,73,1,1,0
ja_003845,Traditional teriyaki with panko breadcrumbs,"green onions, tuna, udon noodles, pickled ginger, sesame seeds, sake, panko breadcrumbs","Heat butter in a pot. Add green onions, tuna, udon noodles and cook for 5 minutes. Season with salt and pepper to taste. Add pickled ginger, sesame seeds and simmer for 8 minutes. Serve served with rice. Garnish with parmesan.",japanese,4.1,ja_003845.jpg,7,94,115,1,1,0
it_004010,Classic risotto with arugula,"arugula, nduja, guanciale, pancetta, lemon","Heat oil in a pot. Add arugula, nduja, guanciale and cook for 10 minutes. Season with salt and pepper to taste. Add pancetta, lemon and simmer for 14 minutes. Serve rustic style. Garnish with parmesan.",italian,3.1,it_004010.jpg,5,95,95,0,0,1
ja_004874,Homestyle steamed with teriyaki sauce,"wasabi, avocado, teriyaki sauce, udon noodles, shichimi togarashi, rice, ramen noodles","Heat olive oil in a pan. Add wasabi, avocado, teriyaki sauce and cook for 5 minutes. Season with salt and pepper to taste. Add udon noodles, shichimi togarashi and simmer for 10 minutes. Serve tempura style. Garnish with parmesan.",japanese,4.1,ja_004874.jpg,7,52,59,1,1,0
